src	keywords
"The writing, the story, the acting, the scenery are all impressively done. Love the genre"	"Like the writing/dialog,Good acting,Like the premise/setting/scenery,Like the genre,,,"
Interesting	"Interesting/engaging,,,,,,"
It's a good kind of dark storytelling	"Good/like the show/everything,Dark/sarcastic,,,,,"
"You totally misunderstand. I’ve seen one episode, the first episode, a year or two ago. Write your survey better."	"Have not watched enough to comment/not familiar with the show,,,,,,"
"The story line is different, but it is engaging. The characters are make the show exciting, yet it has a darkness to it. The privacy aspect of the show reflects how big ben is always lurking."	"Unique/different,Interesting/engaging,Appealing characters/I like the characters,Exciting,Other storyline/Plot mentions,,"
I like the drama	"Like the drama,,,,,,"
I love the actors	"Good cast/actors,,,,,,"
extermely	"Good/like the show/everything,,,,,,"
The artificial intelligence involved in the plot	"Technological aspects (inclusion of robots, exploring AI, etc.),,,,,,"
Great show!	"Good/like the show/everything,,,,,,"
It’s very different from any other show	"Unique/different,,,,,,"
No NFL football to watch	"Other misc. mentions,,,,,,"
waching this program makes me very motivated and can learn a lot	"Other show characteristic mentions,,,,,,"
I love the nudity.	"Other storyline/Plot mentions,,,,,,"
"I like sci-fi and it is one of my favorite genres. Artificial Intelligence is also a main talking point at the moment, especially as we as a race move towards more machines and electronics. What makes it a good show is that it is engaging, well-written, has good plots, and knows how to keep the audience engaged."	"Science fiction/fantasy,Like the genre,Technological aspects (inclusion of robots, exploring AI, etc.),Like the writing/dialog,Like the premise/setting/scenery,Interesting/engaging,"
the unusual sci-fi aspect	"Suspense/Mystery/thrillers,Science fiction/fantasy,,,,,"
Season 2 was hard to follow...I don't know if I would do season 3 unless someone said that it was better	"All negative mentions,,,,,,"
Like futuristic element - but want to also keep loving characters from beginning. hard to follow at times. haven't started season 3 yet	"Futuristic,Appealing characters/I like the characters,,,,,"
because it is very good and i like it very much	"Good/like the show/everything,,,,,,"
my whole house sits together to watch	"Attention grabbing/holds interest/keeps you wanting to watch more,,,,,,"
nothing anymore. season 2 was too confusing	"All negative mentions,,,,,,"
The show is very surprising and there is nothing else like it	"Suspense/Mystery/thrillers,Unique/different,,,,,"
i like the artistic design behind the world that show lives in	"Other High quality production values Mentions,,,,,,"
The continuous plot twists	"Suspense/Mystery/thrillers,,,,,,"
The futuristic nature of the show. The idea behind AI becoming more self aware and self directed. I like sci-fi. It can be a frustrating show to watch though as it is sometimes hard to follow.	"Futuristic,Like the concept/idea of futuristic amusement park,Technological aspects (inclusion of robots, exploring AI, etc.),Science fiction/fantasy,,,"
its amazing for me. its completely thrilling so its make a good show	"Good/like the show/everything,Suspense/Mystery/thrillers,,,,,"
You never know what's going to happen from week to week. It's unpredictable.	"Suspense/Mystery/thrillers,,,,,,"
The setting of the show and plot twists	"Like the premise/setting/scenery,Suspense/Mystery/thrillers,,,,,"
well like i said ive only watched 1 and half shows.i didnt realize what all the ads ive sen what it was about until last week.now i know this is a must watch series	"Good/like the show/everything,,,,,,"
I like the sci fi nature of the show. Love the plot twists. Love the cast and JJ Abrams.	"Good cast/actors,Science fiction/fantasy,Other acting mentions,Suspense/Mystery/thrillers,,,"
Nothing the Westworld.	"Good/like the show/everything,,,,,,"
It is a great show and draws me jn because of how unique and unpredictable it is. Even th fullest moments of the show make me excited to see what happens.	"Good/like the show/everything,Attention grabbing/holds interest/keeps you wanting to watch more,Unique/different,Suspense/Mystery/thrillers,Exciting,,"
"It started off very engaging, then they tried doing too much with the narrative, so I stopped watching."	"Interesting/engaging,,,,,,"
It’s like nothing else on TV and seems like something that could plausibly happen in the future.	"Attention grabbing/holds interest/keeps you wanting to watch more,Futuristic,,,,,"
Definitely the acting - all of the actors are extremely high-caliber and they never make the show seem unbelievable (even with all of the Scifi elements).	"Good acting,Good cast/actors,Looks realistic,,,,"
The complex story line	"Complex storyline,,,,,,"
To see if the robots will win	"Technological aspects (inclusion of robots, exploring AI, etc.),,,,,,"
I like the story its very good	"Good storyline/subject matter,,,,,,"
Mostly it's the entire cast. The acting on the show is phenomenal and the story lines are very engaging.	"Good cast/actors,Good acting,Good storyline/subject matter,,,,"
goood	"Good/like the show/everything,,,,,,"
It addresses a lot of complex questions in an engaging way. Its storylines have enough mysteries and loose ends to make you want to see what happens in the next episode	"Interesting/engaging,Good storyline/subject matter,Suspense/Mystery/thrillers,Attention grabbing/holds interest/keeps you wanting to watch more,,,"
It's an intriguing show that makes me think.	"Exciting,Thought provoking,,,,,"
"It's a modern show about big data and privacy, and the characters are easy to follow."	"Creative/innovative/modern,Technological aspects (inclusion of robots, exploring AI, etc.),Appealing characters/I like the characters,,,,"
It is about the new world and how technology is changing and the world is evolving and it is exciting with all the characters and story lines. It really gets me interesting in finding out more and what happens next	"Other show characteristic mentions,Technological aspects (inclusion of robots, exploring AI, etc.),Appealing characters/I like the characters,Good storyline/subject matter,Interesting/engaging,Attention grabbing/holds interest/keeps you wanting to watch more,"
the better writing and the acting is quite good overall.	"Like the writing/dialog,Good acting,,,,,"
It is different it has a lot of good characters and sub plots	"Unique/different,Appealing characters/I like the characters,Like the premise/setting/scenery,,,,"
The fact that it reflects our current society.	"Relevant to 21st century/existing in the world today/reflects our current society,,,,,,"
Suspense and character dynamics	"Suspense/Mystery/thrillers,Appealing characters/I like the characters,,,,,"
I don't watch it	"None/no answer,,,,,,"
I just want to see if I can actually figure out what is happening.	"Suspense/Mystery/thrillers,,,,,,"
"Love how it’s a fake world, than all the twists on the show"	"Science fiction/fantasy,Suspense/Mystery/thrillers,,,,,"
no	"None/no answer,,,,,,"
I like the addition of the guy that played Jesse on breaking bad to the cast.	"Other acting mentions,,,,,,"
i dont really watch the show	"All negative mentions,,,,,,"
it makes me think	"Attention grabbing/holds interest/keeps you wanting to watch more,,,,,,"
its extremely thought provoking. You feel like you are in the show	"Thought provoking,Attention grabbing/holds interest/keeps you wanting to watch more,,,,,"
"because this complete as possible,so that is very great and most beautiful."	"Looks realistic,Good/like the show/everything,,,,,"
I want to know what happens next and I like the sci fi elements to the show.	"Attention grabbing/holds interest/keeps you wanting to watch more,Science fiction/fantasy,,,,,"
It has a complex storyline that provides suspense and lots of surprises.	"Complex storyline,Suspense/Mystery/thrillers,,,,,"
Westwood makes you want to watch More episodes.	"Attention grabbing/holds interest/keeps you wanting to watch more,,,,,,"
It's too many subplots	"All negative mentions,,,,,,"
always a good twist	"Suspense/Mystery/thrillers,,,,,,"
